img_name,pose_name,class,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y
Bound_Angle_Pose (152),Bound_Angle,0,0.3956145942211151,0.423604279756546,0.40485963225364685,0.4060502350330353,0.3829358220100403,0.4055217206478119,0.45111268758773804,0.5591161847114563,0.33232611417770386,0.5684364438056946,0.45181453227996826,0.7346794605255127,0.3389110267162323,0.7399290204048157,0.4305555555555556,0.8716049382716049,0.3627103865146637,0.880608320236206,0.40555555555555556,0.9407407407407408,0.38472222222222224,0.9382716049382716,0.4083333333333333,0.8839506172839506,0.38472222222222224,0.8814814814814815,0.4304540455341339,0.8385116457939148,0.35638582706451416,0.8423999547958374,0.5613521337509155,0.8364671468734741,0.2307758331298828,0.8339024782180786,0.42916666666666664,0.9135802469135802,0.35833333333333334,0.9111111111111111,0.4027777777777778,0.8814814814814815,0.3888888888888889,0.891358024691358,0.39444444444444443,0.9111111111111111,0.4013888888888889,0.9111111111111111
Bound_Angle_Pose (156),Bound_Angle,0,0.5247659087181091,0.2379172444343567,0.5414955019950867,0.2081996202468872,0.505394458770752,0.2068784236907959,0.6025176048278809,0.4012666940689087,0.43979117274284363,0.4026855528354645,0.5784775614738464,0.6203338503837585,0.47069287300109863,0.6286057233810425,0.5623992681503296,0.8179094195365906,0.5022508502006531,0.8208746314048767,0.5453826785087585,0.8737549781799316,0.5216348171234131,0.8733843564987183,0.5593031048774719,0.8745694160461426,0.5263888888888889,0.8687782805429864,0.5672703385353088,0.7190296053886414,0.47727730870246887,0.7253345847129822,0.7348308563232422,0.6610205173492432,0.2965505123138428,0.7004314064979553,0.5736214518547058,0.8700894117355347,0.47927433252334595,0.8588074445724487,0.55,0.8755656108597285,0.49816176295280457,0.8516150712966919,0.5486111111111112,0.9592760180995475,0.5277777777777778,0.9547511312217195
Bound_Angle_Pose (157),Bound_Angle,0,0.4950305223464966,0.48176687955856323,0.5144485831260681,0.46037909388542175,0.47768327593803406,0.4567860960960388,0.5728403329849243,0.595344066619873,0.4115796983242035,0.5900687575340271,0.5650475025177002,0.7635733485221863,0.4160517752170563,0.7586994171142578,0.5406316518783569,0.9110232591629028,0.44732964038848877,0.9019759893417358,0.5109822154045105,0.9380218386650085,0.4861111111111111,0.9387755102040817,0.5276104807853699,0.9501814842224121,0.4875,0.9332096474953617,0.5451453328132629,0.8465371131896973,0.450368195772171,0.8542304635047913,0.7156106233596802,0.8842998743057251,0.2638888888888889,0.8812615955473099,0.5472222222222223,0.9424860853432282,0.4444444444444444,0.9554730983302412,0.5228202939033508,0.9399350881576538,0.4861111111111111,0.9406307977736549,0.5103639364242554,0.9600595831871033,0.5113120675086975,0.971718430519104
Bound_Angle_Pose (159),Bound_Angle,0,0.4717322289943695,0.2191573977470398,0.4952522814273834,0.18327081203460693,0.4416186213493347,0.19367757439613342,0.6027184724807739,0.3558702766895294,0.36944580078125,0.3793783485889435,0.5826311111450195,0.6094564199447632,0.39328473806381226,0.6207971572875977,0.5380271077156067,0.8383235931396484,0.4035950005054474,0.8505367040634155,0.4979846477508545,0.8955427408218384,0.45416666666666666,0.9632867132867133,0.4888888888888889,0.8758741258741258,0.4169021546840668,0.914448618888855,0.5707439184188843,0.6489643454551697,0.44903871417045593,0.6636846661567688,0.7761925458908081,0.6286665797233582,0.23463225364685059,0.640785813331604,0.5795544385910034,0.8529905080795288,0.3972222222222222,0.8811188811188811,0.5041666666666667,0.8758741258741258,0.4584372341632843,0.8896004557609558,0.4777777777777778,0.9178321678321678,0.46111111111111114,0.9143356643356644
Bound_Angle_Pose (16),Bound_Angle,0,0.5,0.3203125,0.525,0.298828125,0.4791666666666667,0.296875,0.6333304047584534,0.46052876114845276,0.4065989851951599,0.4612514078617096,0.6194444444444445,0.634765625,0.4111649990081787,0.6446187496185303,0.5763888888888888,0.78125,0.4638888888888889,0.791015625,0.5417723059654236,0.8562681674957275,0.47921615839004517,0.8557993769645691,0.5486111111111112,0.810546875,0.4875,0.82421875,0.5874136686325073,0.7574425339698792,0.4560736119747162,0.7652957439422607,0.7875,0.755859375,0.23472222222222222,0.744140625,0.6043546199798584,0.8647823929786682,0.44583333333333336,0.853515625,0.571584165096283,0.8490707874298096,0.46318817138671875,0.8493528962135315,0.5441556572914124,0.8810095191001892,0.5039266347885132,0.8883461952209473
Bound_Angle_Pose (162),Bound_Angle,0,0.5358902215957642,0.1811199188232422,0.5700269937515259,0.14523881673812866,0.4973594844341278,0.14652210474014282,0.7167482376098633,0.35639694333076477,0.3834049105644226,0.37153682112693787,0.7156219482421875,0.6193403005599976,0.3724732995033264,0.6407065391540527,0.7339532971382141,0.8654378652572632,0.3377850353717804,0.8757429718971252,0.7468706536856745,0.9304589707927677,0.3045897079276773,0.9318497913769124,0.6564673157162726,0.913769123783032,0.39777468706536856,0.9221140472878998,0.645208477973938,0.7080079317092896,0.45591938495635986,0.7030148506164551,0.9584152698516846,0.6744602918624878,0.10677078366279602,0.6640826463699341,0.4575799721835883,0.7899860917941586,0.6383866481223922,0.7872044506258693,0.5062586926286509,0.7844228094575799,0.5716272600834492,0.7705146036161336,0.381030797958374,0.8399520516395569,0.5966620305980529,0.8191933240611962
Bound_Angle_Pose (167),Bound_Angle,0,0.5475229024887085,0.5820938348770142,0.5605921149253845,0.562959611415863,0.5355129837989807,0.5667628645896912,0.6068887114524841,0.4905409812927246,0.4839429557323456,0.4894922375679016,0.6465893983840942,0.6165316104888916,0.4434502124786377,0.6040107011795044,0.6069444444444444,0.7089397089397089,0.49722222222222223,0.7068607068607069,0.5758795142173767,0.7268316745758057,0.5138888888888888,0.7318087318087318,0.590032696723938,0.7424195408821106,0.5333333333333333,0.7130977130977131,0.5875,0.6528066528066528,0.5125,0.6694386694386695,0.7375,0.6611226611226612,0.3541666666666667,0.6257796257796258,0.6027777777777777,0.7505197505197505,0.475,0.7463617463617463,0.5527777777777778,0.7338877338877339,0.5347222222222222,0.7442827442827443,0.5666666666666667,0.735966735966736,0.5472222222222223,0.7484407484407485
Bound_Angle_Pose (170),Bound_Angle,0,0.6119409203529358,0.2990313768386841,0.6353216171264648,0.2529405951499939,0.5826197266578674,0.24818599224090576,0.6517367362976074,0.44340962171554565,0.41187623143196106,0.40197625756263733,0.7548692226409912,0.7059624791145325,0.30162113904953003,0.6988707184791565,0.6652777777777777,0.7886792452830189,0.4375,0.8169811320754717,0.5986111111111111,0.809433962264151,0.527177631855011,0.7931645512580872,0.593695878982544,0.8492298722267151,0.5291666666666667,0.7735849056603774,0.5325512290000916,0.7092647552490234,0.38843244314193726,0.6999717354774475,0.7805555555555556,0.6566037735849056,0.16033318638801575,0.6687098741531372,0.4930555555555556,0.7943396226415095,0.44799119234085083,0.7981082797050476,0.46528422832489014,0.7975461483001709,0.4861111111111111,0.779245283018868,0.43333333333333335,0.8264150943396227,0.5380759835243225,0.858221173286438
Bound_Angle_Pose (172),Bound_Angle,0,0.4846350848674774,0.16600191593170166,0.5205785632133484,0.14474767446517944,0.47921469807624817,0.1373336911201477,0.6104199290275574,0.38411301374435425,0.4322720766067505,0.3615109622478485,0.5713883638381958,0.6433448791503906,0.38894402980804443,0.6022089123725891,0.4580991566181183,0.839537501335144,0.3579957187175751,0.79127037525177,0.4033654034137726,0.8641744256019592,0.36303022503852844,0.8517118692398071,0.3963838664812239,0.8813229571984436,0.3574408901251738,0.8696498054474708,0.5702415108680725,0.7552468776702881,0.4558916687965393,0.7334024310112,0.7498679161071777,0.7816736102104187,0.24159744381904602,0.6477060914039612,0.49872341752052307,0.8819448947906494,0.41744017601013184,0.8456836938858032,0.4781476557254791,0.8698304891586304,0.46870653685674546,0.8501945525291829,0.39711570739746094,0.8725153207778931,0.39968496561050415,0.8662309646606445
Bound_Angle_Pose (174),Bound_Angle,0,0.5406233072280884,0.3797495365142822,0.5658199191093445,0.3635929524898529,0.5222241282463074,0.3585866093635559,0.6321908831596375,0.502221941947937,0.45366454124450684,0.4918826222419739,0.6399695873260498,0.6358810067176819,0.43562084436416626,0.6340814232826233,0.5992848873138428,0.7335383892059326,0.47221818566322327,0.7220386862754822,0.5649681091308594,0.7540309429168701,0.5041666666666667,0.7611111111111111,0.5458333333333333,0.7347222222222223,0.5013888888888889,0.7222222222222222,0.5915452241897583,0.712786078453064,0.4797089695930481,0.7094957232475281,0.778721034526825,0.7043389081954956,0.29082584381103516,0.6957232356071472,0.5837255716323853,0.7654135227203369,0.4919540286064148,0.7722259163856506,0.5592767596244812,0.7659329175949097,0.5152931213378906,0.7712814807891846,0.5429356694221497,0.7744554877281189,0.5345263481140137,0.7741809487342834
Bound_Angle_Pose (2),Bound_Angle,0,0.5930555555555556,0.33958333333333335,0.6,0.3125,0.5708333333333333,0.3104166666666667,0.5986111111111111,0.47708333333333336,0.5027777777777778,0.48333333333333334,0.6361111111111111,0.6291666666666667,0.5680555555555555,0.66875,0.6902777777777778,0.74375,0.6625,0.7854166666666667,0.6911562085151672,0.8290066719055176,0.7444444444444445,0.8416666666666667,0.7049962878227234,0.8356043696403503,0.7041666666666667,0.8145833333333333,0.55,0.6854166666666667,0.49583333333333335,0.69375,0.6986111111111111,0.6520833333333333,0.48567312955856323,0.7142882347106934,0.7027818560600281,0.8319527506828308,0.6319444444444444,0.8291666666666667,0.6862430572509766,0.8327710032463074,0.6625,0.8208333333333333,0.6684838533401489,0.8355919718742371,0.7555555555555555,0.84375
Bound_Angle_Pose (34),Bound_Angle,0,0.8423520922660828,0.6911705732345581,0.8493468761444092,0.6704137325286865,0.8428695797920227,0.6692029237747192,0.7485966086387634,0.687654972076416,0.6686000823974609,0.7107908725738525,0.7164531946182251,0.8098243474960327,0.6286080479621887,0.872225821018219,0.783143162727356,0.8996898531913757,0.7607324719429016,0.9427847266197205,0.8174720406532288,0.9095577001571655,0.8034632205963135,0.9386138916015625,0.8113256096839905,0.9154031872749329,0.7942126989364624,0.9570078253746033,0.6126070022583008,0.8281012177467346,0.5339124202728271,0.8467976450920105,0.7388888888888889,0.7722222222222223,0.5052308440208435,0.8655892014503479,0.7430555555555556,0.9097222222222222,0.7130867838859558,0.9277098178863525,0.6982990503311157,0.9291673898696899,0.7228301167488098,0.9583042860031128,0.7752163410186768,0.882455050945282,0.8347080945968628,0.9044103026390076
Bound_Angle_Pose (36),Bound_Angle,0,0.4425925925925926,0.1625,0.4648148148148148,0.12222222222222222,0.45,0.13055555555555556,0.6560413837432861,0.3597645163536072,0.5455530285835266,0.3447059392929077,0.6657571792602539,0.642245352268219,0.5308889150619507,0.5792121887207031,0.4203703703703704,0.7791666666666667,0.403291791677475,0.702483057975769,0.3591437041759491,0.8057391047477722,0.32407407407407407,0.7763888888888889,0.37222222222222223,0.8013888888888889,0.3962962962962963,0.7444444444444445,0.6444444444444445,0.7513888888888889,0.6037037037037037,0.7013888888888888,0.45959144830703735,0.942762017250061,0.42592592592592593,0.6236111111111111,0.3537037037037037,0.8472222222222222,0.37777777777777777,0.7541666666666667,0.3537037037037037,0.7958333333333333,0.34629629629629627,0.8319444444444445,0.17037037037037037,0.8291666666666667,0.3062828779220581,0.8023150563240051
Bound_Angle_Pose (37),Bound_Angle,0,0.391568660736084,0.3609282076358795,0.3914845287799835,0.34255218505859375,0.3775882124900818,0.3408504128456116,0.38822492957115173,0.4643101096153259,0.2703390419483185,0.4691545367240906,0.400798499584198,0.6204112768173218,0.31418001651763916,0.6394864916801453,0.4388187527656555,0.7428812980651855,0.3819444444444444,0.7657342657342657,0.44767165184020996,0.7745518684387207,0.40674254298210144,0.7824264764785767,0.4493352174758911,0.7759619355201721,0.3928418755531311,0.793039858341217,0.3610219657421112,0.7241008281707764,0.2776950001716614,0.7264504432678223,0.5332945585250854,0.7249141931533813,0.2182214856147766,0.7460033893585205,0.39225926995277405,0.7880993485450745,0.35833333333333334,0.7902097902097902,0.3958333333333333,0.7797202797202797,0.4041666666666667,0.7797202797202797,0.42777777777777776,0.7762237762237763,0.4515174627304077,0.7771488428115845
Bound_Angle_Pose (4),Bound_Angle,0,0.6876355748373102,0.4125,0.7093275488069414,0.38472222222222224,0.6702819956616052,0.3861111111111111,0.6552330255508423,0.4702509641647339,0.403470715835141,0.48055555555555557,0.5336225596529284,0.7055555555555556,0.3297180043383948,0.7013888888888888,0.6365005970001221,0.7865949869155884,0.5140997830802603,0.8208333333333333,0.6963123644251626,0.8152777777777778,0.6268980477223427,0.8180555555555555,0.6323370337486267,0.8489815592765808,0.6507592190889371,0.8083333333333333,0.44685466377440347,0.7444444444444445,0.38611713665943603,0.7486111111111111,0.6225596529284165,0.7055555555555556,0.29519009590148926,0.772187352180481,0.5287593007087708,0.7800504565238953,0.4685466377440347,0.8444444444444444,0.5813449023861171,0.8166666666666667,0.5294869542121887,0.7879670262336731,0.6854663774403471,0.8333333333333334,0.5853235125541687,0.8680415153503418
Bound_Angle_Pose (43),Bound_Angle,0,0.6086441278457642,0.360939621925354,0.6203722953796387,0.34183594584465027,0.6064084768295288,0.34172287583351135,0.7217368483543396,0.4648411273956299,0.6099557280540466,0.46039777994155884,0.6824902296066284,0.6406853199005127,0.5946452617645264,0.625592827796936,0.6130026578903198,0.7683852910995483,0.5606549382209778,0.7452160716056824,0.5824145078659058,0.7839868068695068,0.5567185878753662,0.7731584310531616,0.5950208902359009,0.7922478914260864,0.5505314469337463,0.7751144170761108,0.7144918441772461,0.7164309620857239,0.6320255398750305,0.7145124077796936,0.7857094407081604,0.7399143576622009,0.46111111111111114,0.7202797202797203,0.6527777777777778,0.7884615384615384,0.5430555555555555,0.7727272727272727,0.6138888888888889,0.7709790209790209,0.6259931921958923,0.7714598178863525,0.5626651644706726,0.7821389436721802,0.5541666666666667,0.7884615384615384
Bound_Angle_Pose (49),Bound_Angle,0,0.5018211007118225,0.37846851348876953,0.517859160900116,0.3620941936969757,0.48859116435050964,0.3629836142063141,0.572156548500061,0.48897647857666016,0.43658268451690674,0.47877103090286255,0.5665114521980286,0.6326303482055664,0.4319252669811249,0.6246898770332336,0.5374765396118164,0.7479972243309021,0.46341168880462646,0.7415793538093567,0.5220019221305847,0.7795656323432922,0.4736111111111111,0.8157894736842105,0.5166666666666667,0.757085020242915,0.49166666666666664,0.7692307692307693,0.536914587020874,0.7036211490631104,0.4632367193698883,0.7025901079177856,0.6563923954963684,0.6778041124343872,0.34289851784706116,0.6761518716812134,0.5458333333333333,0.8178137651821862,0.4527777777777778,0.8097165991902834,0.5013888888888889,0.805668016194332,0.49027777777777776,0.8097165991902834,0.5069444444444444,0.8461538461538461,0.49027777777777776,0.8441295546558705
Bound_Angle_Pose (54),Bound_Angle,0,0.6645131707191467,0.4653890132904053,0.67664635181427,0.43218955397605896,0.6473228335380554,0.42862775921821594,0.6355125904083252,0.5522384643554688,0.45305564999580383,0.517269492149353,0.6104286909103394,0.7361438870429993,0.32105857133865356,0.7465259432792664,0.5731885433197021,0.8239318132400513,0.44583333333333336,0.8625498007968128,0.5638888888888889,0.8665338645418327,0.5142845511436462,0.8459120392799377,0.5642074942588806,0.8667261004447937,0.5007331371307373,0.8935117721557617,0.5155121684074402,0.7847509384155273,0.4040523171424866,0.7748910188674927,0.6958333333333333,0.7410358565737052,0.19166666666666668,0.8346613545816733,0.575,0.8685258964143426,0.43472222222222223,0.900398406374502,0.46944444444444444,0.9103585657370518,0.48749902844429016,0.8551648259162903,0.5333333333333333,0.8824701195219123,0.5615744590759277,0.8994628190994263
Bound_Angle_Pose (55),Bound_Angle,0,0.46886032819747925,0.6468433737754822,0.4776323139667511,0.6347525119781494,0.45920878648757935,0.6373904943466187,0.5154908299446106,0.6104467511177063,0.41385912895202637,0.615222692489624,0.5548144578933716,0.7110280990600586,0.37426048517227173,0.7308120131492615,0.5138888888888888,0.7698744769874477,0.4263888888888889,0.7740585774058577,0.4875,0.8221757322175732,0.45555555555555555,0.8117154811715481,0.4888888888888889,0.7803347280334728,0.45416666666666666,0.7782426778242678,0.4937329590320587,0.7192489504814148,0.43644189834594727,0.7249724864959717,0.5830672979354858,0.712080180644989,0.3537255525588989,0.7345834970474243,0.5069444444444444,0.8138075313807531,0.43472222222222223,0.8221757322175732,0.4800722002983093,0.8021968603134155,0.4517604410648346,0.8099297285079956,0.4708333333333333,0.8347280334728033,0.46111111111111114,0.8410041841004184
Bound_Angle_Pose (59),Bound_Angle,0,0.5208470225334167,0.31507351994514465,0.5606496334075928,0.2891156077384949,0.5141987204551697,0.29108351469039917,0.7256783246994019,0.44706106185913086,0.5058450102806091,0.44212770462036133,0.5872637033462524,0.6523881554603577,0.38177874186550975,0.6222222222222222,0.4229934924078091,0.8083333333333333,0.29040074348449707,0.7698566317558289,0.29067245119305857,0.8708333333333333,0.25162689804772237,0.8583333333333333,0.3232104121475054,0.8236111111111111,0.28199566160520606,0.8138888888888889,0.6750144362449646,0.7695808410644531,0.4962620139122009,0.7450563311576843,0.8457091450691223,0.8307908773422241,0.09877187013626099,0.6927973031997681,0.49891540130151846,0.8666666666666667,0.31670281995661603,0.8138888888888889,0.42733188720173537,0.8416666666666667,0.40130151843817785,0.8347222222222223,0.30151843817787416,0.8291666666666667,0.28199566160520606,0.8208333333333333
Bound_Angle_Pose (60),Bound_Angle,0,0.5794415473937988,0.3392205834388733,0.6265619397163391,0.30299168825149536,0.5457687973976135,0.30904000997543335,0.8402988314628601,0.3959788680076599,0.44730889797210693,0.39267489314079285,0.8439375162124634,0.6113659143447876,0.46553438901901245,0.5943887829780579,0.7251082251082251,0.7347222222222223,0.525974025974026,0.7402777777777778,0.7012987012987013,0.8125,0.48917748917748916,0.8097222222222222,0.6558441558441559,0.7638888888888888,0.5238095238095238,0.8013888888888889,0.7362164855003357,0.6801502108573914,0.5278009176254272,0.6662570834159851,nan,nan,0.11633521318435669,0.6785613298416138,0.7380952380952381,0.7888888888888889,0.5151515151515151,0.7763888888888889,0.645021645021645,0.7638888888888888,0.6103896103896104,0.7666666666666667,0.645021645021645,0.8277777777777777,0.5844155844155844,0.8236111111111111
